site,location,aru_id,type,date,hour,start,end,scientific_name,common_name,confidence,filepath
BrunsonLake,1,7915,Mini,20230603,09,0,3,Cistothorus palustris,Marsh Wren,0.5974,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,3,6,Cistothorus palustris,Marsh Wren,0.5194,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,15,18,Cistothorus palustris,Marsh Wren,0.5223,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,18,21,Empidonax traillii,Willow Flycatcher,0.7403,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,21,24,Cistothorus palustris,Marsh Wren,0.8713,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,27,30,Cistothorus palustris,Marsh Wren,0.5938,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,33,36,Empidonax traillii,Willow Flycatcher,0.8799,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,36,39,Cistothorus palustris,Marsh Wren,0.7359,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,57,60,Cistothorus palustris,Marsh Wren,0.6688,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,69,72,Empidonax traillii,Willow Flycatcher,0.5503,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,81,84,Empidonax traillii,Willow Flycatcher,0.9843,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,87,90,Empidonax traillii,Willow Flycatcher,0.8778,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,108,111,Empidonax traillii,Willow Flycatcher,0.786,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,111,114,Cistothorus palustris,Marsh Wren,0.5901,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,129,132,Empidonax traillii,Willow Flycatcher,0.9439,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,144,147,Empidonax traillii,Willow Flycatcher,0.9952,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,153,156,Empidonax traillii,Willow Flycatcher,0.9838,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,165,168,Empidonax traillii,Willow Flycatcher,0.9515,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,174,177,Empidonax traillii,Willow Flycatcher,0.8442,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,219,222,Cistothorus palustris,Marsh Wren,0.8414,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,225,228,Cistothorus palustris,Marsh Wren,0.6079,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,228,231,Vireo gilvus,Warbling Vireo,0.7122,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,243,246,Cistothorus palustris,Marsh Wren,0.664,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,252,255,Empidonax traillii,Willow Flycatcher,0.911,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,255,258,Cistothorus palustris,Marsh Wren,0.6268,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,261,264,Empidonax traillii,Willow Flycatcher,0.9821,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,267,270,Cistothorus palustris,Marsh Wren,0.6839,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,279,282,Empidonax traillii,Willow Flycatcher,0.7964,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_093000.wav
BrunsonLake,1,7915,Mini,20230603,09,42,45,Cistothorus palustris,Marsh Wren,0.8466,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,48,51,Cistothorus palustris,Marsh Wren,0.5153,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,81,84,Cistothorus palustris,Marsh Wren,0.6408,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,84,87,Cistothorus palustris,Marsh Wren,0.7155,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,90,93,Cistothorus palustris,Marsh Wren,0.5923,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,99,102,Cistothorus palustris,Marsh Wren,0.7118,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,105,108,Cistothorus palustris,Marsh Wren,0.8859,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,105,108,Empidonax traillii,Willow Flycatcher,0.6973,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,117,120,Cistothorus palustris,Marsh Wren,0.501,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,132,135,Cistothorus palustris,Marsh Wren,0.8263,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,147,150,Cistothorus palustris,Marsh Wren,0.8025,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,150,153,Empidonax traillii,Willow Flycatcher,0.8597,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,153,156,Empidonax traillii,Willow Flycatcher,0.7585,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,153,156,Cistothorus palustris,Marsh Wren,0.5387,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,159,162,Cistothorus palustris,Marsh Wren,0.7822,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,165,168,Empidonax traillii,Willow Flycatcher,0.9729,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,171,174,Cistothorus palustris,Marsh Wren,0.945,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,183,186,Empidonax traillii,Willow Flycatcher,0.855,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,192,195,Cistothorus palustris,Marsh Wren,0.5335,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,195,198,Empidonax traillii,Willow Flycatcher,0.9431,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,213,216,Cistothorus palustris,Marsh Wren,0.5525,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,216,219,Empidonax traillii,Willow Flycatcher,0.8827,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,225,228,Empidonax traillii,Willow Flycatcher,0.7263,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,231,234,Empidonax traillii,Willow Flycatcher,0.9815,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,234,237,Cistothorus palustris,Marsh Wren,0.5637,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,246,249,Cistothorus palustris,Marsh Wren,0.5832,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,261,264,Cistothorus palustris,Marsh Wren,0.5362,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,267,270,Cistothorus palustris,Marsh Wren,0.6836,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,270,273,Empidonax traillii,Willow Flycatcher,0.9202,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,273,276,Cistothorus palustris,Marsh Wren,0.6699,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,273,276,Ammospiza nelsoni,Nelson's Sparrow,0.5705,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,279,282,Cistothorus palustris,Marsh Wren,0.8674,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,09,294,297,Cistothorus palustris,Marsh Wren,0.5801,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_094500.wav
BrunsonLake,1,7915,Mini,20230603,22,12,15,Empidonax traillii,Willow Flycatcher,0.9928,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,15,18,Empidonax traillii,Willow Flycatcher,0.9993,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,30,33,Empidonax traillii,Willow Flycatcher,0.836,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,33,36,Empidonax traillii,Willow Flycatcher,0.9953,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,36,39,Empidonax traillii,Willow Flycatcher,0.9995,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,69,72,Empidonax traillii,Willow Flycatcher,0.9893,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,75,78,Empidonax traillii,Willow Flycatcher,0.9578,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,78,81,Empidonax traillii,Willow Flycatcher,0.9967,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,81,84,Empidonax traillii,Willow Flycatcher,0.9979,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,87,90,Empidonax traillii,Willow Flycatcher,0.9985,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,90,93,Empidonax traillii,Willow Flycatcher,0.9968,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,96,99,Empidonax traillii,Willow Flycatcher,0.9897,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,99,102,Empidonax traillii,Willow Flycatcher,0.9963,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,105,108,Empidonax traillii,Willow Flycatcher,0.9998,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,108,111,Empidonax traillii,Willow Flycatcher,0.9966,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
BrunsonLake,1,7915,Mini,20230603,22,117,120,Empidonax traillii,Willow Flycatcher,0.9996,G:\Chilcotin_Cariboo_ARU_2023\focal_analysis_1\Brunson Lake\ARU_7915 (Site 1)\Data\TSWN_20230603_220000.wav
